reviewTitle,reviewBody,aspect,categorized_aspect,sentiment,response
Great machine,"This is my second Brothers nachine.Great machine. Dependable, smooth, easy to use.",machine,other,positive,Thank you for highlighting the machine. We're glad you're satisfied!
Great machine,"This is my second Brothers nachine.Great machine. Dependable, smooth, easy to use.",dependence,other,positive,Thank you for highlighting the dependence. We're glad you're satisfied!
Great machine,"This is my second Brothers nachine.Great machine. Dependable, smooth, easy to use.",smoothness,other,positive,Thank you for highlighting the smoothness. We're glad you're satisfied!
Great machine,"This is my second Brothers nachine.Great machine. Dependable, smooth, easy to use.",usability,other,positive,Thank you for highlighting the usability. We're glad you're satisfied!
If you live in city and keep grass done not high ok .,Not as good as should be and weed eater not as powerful as expected.,quality,quality,negative,We're sorry about the issues with quality. We'll work on improving this aspect!
If you live in city and keep grass done not high ok .,Not as good as should be and weed eater not as powerful as expected.,power,other,negative,We're sorry about the issues with power. We'll work on improving this aspect!
Much easier to use,"So lately gas cans have become so safe they are mostly unusable! We bought this one because reviews noted it was easier to use. We found the safety pushbutton much easier to use with our 70+ year old arthritic thumb. While still annoying,  at least it was functional.  We will buy another one to use with the gas/oil mix for our other lawn tools.",ease of use,functionality,positive,Thank you for highlighting the ease of use. We're glad you're satisfied!
Much easier to use,"So lately gas cans have become so safe they are mostly unusable! We bought this one because reviews noted it was easier to use. We found the safety pushbutton much easier to use with our 70+ year old arthritic thumb. While still annoying,  at least it was functional.  We will buy another one to use with the gas/oil mix for our other lawn tools.",safety pushbutton,other,neutral,Thank you for sharing your thoughts on the safety pushbutton.
Much easier to use,"So lately gas cans have become so safe they are mostly unusable! We bought this one because reviews noted it was easier to use. We found the safety pushbutton much easier to use with our 70+ year old arthritic thumb. While still annoying,  at least it was functional.  We will buy another one to use with the gas/oil mix for our other lawn tools.",functionality,functionality,positive,Thank you for highlighting the functionality. We're glad you're satisfied!
Much easier to use,"So lately gas cans have become so safe they are mostly unusable! We bought this one because reviews noted it was easier to use. We found the safety pushbutton much easier to use with our 70+ year old arthritic thumb. While still annoying,  at least it was functional.  We will buy another one to use with the gas/oil mix for our other lawn tools.",price,price,neutral,Thank you for sharing your thoughts on the price.
Much easier to use,"So lately gas cans have become so safe they are mostly unusable! We bought this one because reviews noted it was easier to use. We found the safety pushbutton much easier to use with our 70+ year old arthritic thumb. While still annoying,  at least it was functional.  We will buy another one to use with the gas/oil mix for our other lawn tools.",overall usability,other,positive,Thank you for highlighting the overall usability. We're glad you're satisfied!
This product exceeded our expectations.,"This product came completely assembled, is well made, is sized to meet our needs and fits well in our kitchen.",This product came completely assembled,other,positive,Thank you for highlighting the this product came completely assembled. We're glad you're satisfied!
This product exceeded our expectations.,"This product came completely assembled, is well made, is sized to meet our needs and fits well in our kitchen.",is well made,other,positive,Thank you for highlighting the is well made. We're glad you're satisfied!
This product exceeded our expectations.,"This product came completely assembled, is well made, is sized to meet our needs and fits well in our kitchen.",is sized to meet our needs,other,positive,Thank you for highlighting the is sized to meet our needs. We're glad you're satisfied!
This product exceeded our expectations.,"This product came completely assembled, is well made, is sized to meet our needs and fits well in our kitchen.",fits well in our kitchen,other,positive,Thank you for highlighting the fits well in our kitchen. We're glad you're satisfied!
It does what it needs to do,"I use this for my USB mic, and it works. It does what it needs to do. I highly recommend this.",performance,functionality,positive,Thank you for highlighting the performance. We're glad you're satisfied!
It does what it needs to do,"I use this for my USB mic, and it works. It does what it needs to do. I highly recommend this.",recommendation,other,positive,Thank you for highlighting the recommendation. We're glad you're satisfied!
Wet and Forget says it all,Spray it on and walk away. Rinse the next day. Works amazingly well.,effectiveness,other,positive,Thank you for highlighting the effectiveness. We're glad you're satisfied!
