reviewTitle,reviewBody,title_sentiment,body_sentiment,title_aspects,title_sentiments,body_aspects,body_sentiments
Best decision I ever made for my pup! Amazing!,My dog has dermatitis due to food allergies. Her ears were so bad and scaled losing all her fur and getting repeat ear infections. They were so painful for her. I started giving her these as a last resort. She has now been taking 1 a day for almost two months now and her ears have completely healed! All the fur has grown back also! And her skin no longer itches. I can not express how pleased I am with these. Definitely ordering again!,positive,positive,"['pup', 'decision']","[{'aspect': 'pup', 'negative': np.float32(0.002469421), 'neutral': np.float32(0.011331194), 'positive': np.float32(0.9861994)}, {'aspect': 'decision', 'negative': np.float32(0.00093973655), 'neutral': np.float32(0.0019137134), 'positive': np.float32(0.99714655)}]","['months', 'repeat', 'dog', 'food', 'ear', 'skin', 'resort', 'day', 'ears', 'allergies', 'fur', 'dermatitis', 'infections']","[{'aspect': 'months', 'negative': np.float32(0.010890186), 'neutral': np.float32(0.03095246), 'positive': np.float32(0.9581573)}, {'aspect': 'repeat', 'negative': np.float32(0.018643348), 'neutral': np.float32(0.018577183), 'positive': np.float32(0.96277946)}, {'aspect': 'dog', 'negative': np.float32(0.02323802), 'neutral': np.float32(0.03735098), 'positive': np.float32(0.93941104)}, {'aspect': 'food', 'negative': np.float32(0.2543093), 'neutral': np.float32(0.6077176), 'positive': np.float32(0.13797307)}, {'aspect': 'ear', 'negative': np.float32(0.054669593), 'neutral': np.float32(0.026327267), 'positive': np.float32(0.9190031)}, {'aspect': 'skin', 'negative': np.float32(0.0102795875), 'neutral': np.float32(0.011629207), 'positive': np.float32(0.9780912)}, {'aspect': 'resort', 'negative': np.float32(0.022082288), 'neutral': np.float32(0.10262514), 'positive': np.float32(0.8752926)}, {'aspect': 'day', 'negative': np.float32(0.015155209), 'neutral': np.float32(0.02217343), 'positive': np.float32(0.9626713)}, {'aspect': 'ears', 'negative': np.float32(0.049276277), 'neutral': np.float32(0.026131747), 'positive': np.float32(0.924592)}, {'aspect': 'allergies', 'negative': np.float32(0.1291593), 'neutral': np.float32(0.1428465), 'positive': np.float32(0.72799426)}, {'aspect': 'fur', 'negative': np.float32(0.011462221), 'neutral': np.float32(0.014605338), 'positive': np.float32(0.9739325)}, {'aspect': 'dermatitis', 'negative': np.float32(0.052327484), 'neutral': np.float32(0.903714), 'positive': np.float32(0.043958504)}, {'aspect': 'infections', 'negative': np.float32(0.52576584), 'neutral': np.float32(0.049791776), 'positive': np.float32(0.4244424)}]"
Does not fit,This does not fit the S10 plus,neutral,neutral,[],[],['S10'],"[{'aspect': 'S10', 'negative': np.float32(0.014942507), 'neutral': np.float32(0.9809513), 'positive': np.float32(0.004106146)}]"
Space saver,I don't have a gym membership so I wanted something that would fit my needs. These fitness bands fit the need. They are easy to set up and use. I have them in my home office  and can take a break anytime to relieve neck and back strain.. Love the resistance levels also. I can't think of any cons for this product. So glad I found these,positive,positive,"['Space', 'saver']","[{'aspect': 'Space', 'negative': np.float32(0.00465913), 'neutral': np.float32(0.022074286), 'positive': np.float32(0.9732666)}, {'aspect': 'saver', 'negative': np.float32(0.038434055), 'neutral': np.float32(0.3579431), 'positive': np.float32(0.60362285)}]","['product', 'membership', 'need', 'break', 'anytime', 'neck', 'bands', 'gym', 'cons', 'resistance', 'levels', 'needs', 'strain', 'office', 'home', 'fitness']","[{'aspect': 'product', 'negative': np.float32(0.0017357708), 'neutral': np.float32(0.007218494), 'positive': np.float32(0.9910458)}, {'aspect': 'membership', 'negative': np.float32(0.013431469), 'neutral': np.float32(0.23990735), 'positive': np.float32(0.7466611)}, {'aspect': 'need', 'negative': np.float32(0.0022877755), 'neutral': np.float32(0.013551701), 'positive': np.float32(0.9841605)}, {'aspect': 'break', 'negative': np.float32(0.0021128855), 'neutral': np.float32(0.018927062), 'positive': np.float32(0.9789601)}, {'aspect': 'anytime', 'negative': np.float32(0.0022732024), 'neutral': np.float32(0.01441375), 'positive': np.float32(0.983313)}, {'aspect': 'neck', 'negative': np.float32(0.0037359295), 'neutral': np.float32(0.036035858), 'positive': np.float32(0.96022815)}, {'aspect': 'bands', 'negative': np.float32(0.0018890582), 'neutral': np.float32(0.010054297), 'positive': np.float32(0.98805666)}, {'aspect': 'gym', 'negative': np.float32(0.00433516), 'neutral': np.float32(0.09004881), 'positive': np.float32(0.90561604)}, {'aspect': 'cons', 'negative': np.float32(0.0043017115), 'neutral': np.float32(0.017854277), 'positive': np.float32(0.977844)}, {'aspect': 'resistance', 'negative': np.float32(0.0012444068), 'neutral': np.float32(0.004825223), 'positive': np.float32(0.99393034)}, {'aspect': 'levels', 'negative': np.float32(0.0022877995), 'neutral': np.float32(0.00985346), 'positive': np.float32(0.9878588)}, {'aspect': 'needs', 'negative': np.float32(0.0027993158), 'neutral': np.float32(0.019081067), 'positive': np.float32(0.9781196)}, {'aspect': 'strain', 'negative': np.float32(0.0074443864), 'neutral': np.float32(0.058098767), 'positive': np.float32(0.9344569)}, {'aspect': 'office', 'negative': np.float32(0.0041054655), 'neutral': np.float32(0.25859305), 'positive': np.float32(0.7373014)}, {'aspect': 'home', 'negative': np.float32(0.0023189057), 'neutral': np.float32(0.030423004), 'positive': np.float32(0.96725816)}, {'aspect': 'fitness', 'negative': np.float32(0.002153787), 'neutral': np.float32(0.01428151), 'positive': np.float32(0.98356473)}]"
Nice,Nice,neutral,neutral,[],[],[],[]
A great investment for happy kitties!,This is one of the best grooming tools I’ve found yet. I have three cats with varying hair lengths/coat thicknesses and this works on all of them. The curved side gets deep into the undercoat of my domestic longhair and Lynx point Siamese (very thick but short hair) whereas the straight side is really good for my domestic shorthair since he doesn’t have as thick an undercoat. I’d definitely recommend this for any cat owner.,positive,positive,"['investment', 'kitties']","[{'aspect': 'investment', 'negative': np.float32(0.0010124873), 'neutral': np.float32(0.0035342637), 'positive': np.float32(0.99545324)}, {'aspect': 'kitties', 'negative': np.float32(0.0014874238), 'neutral': np.float32(0.005566144), 'positive': np.float32(0.99294645)}]","['side', 'thicknesses', 'hair', 'shorthair', 'cats', 'longhair', 'Siamese', 'point', 'lengths', 'coat', 'undercoat', 'tools', 'Lynx', 'cat', 'owner']","[{'aspect': 'side', 'negative': np.float32(0.006225805), 'neutral': np.float32(0.02522994), 'positive': np.float32(0.96854424)}, {'aspect': 'thicknesses', 'negative': np.float32(0.038441468), 'neutral': np.float32(0.11727129), 'positive': np.float32(0.8442872)}, {'aspect': 'hair', 'negative': np.float32(0.008274176), 'neutral': np.float32(0.053631622), 'positive': np.float32(0.9380942)}, {'aspect': 'shorthair', 'negative': np.float32(0.008332434), 'neutral': np.float32(0.08130308), 'positive': np.float32(0.91036445)}, {'aspect': 'cats', 'negative': np.float32(0.006570184), 'neutral': np.float32(0.12554322), 'positive': np.float32(0.86788654)}, {'aspect': 'longhair', 'negative': np.float32(0.01020476), 'neutral': np.float32(0.20519613), 'positive': np.float32(0.7845991)}, {'aspect': 'Siamese', 'negative': np.float32(0.010559507), 'neutral': np.float32(0.18882835), 'positive': np.float32(0.8006122)}, {'aspect': 'point', 'negative': np.float32(0.01964382), 'neutral': np.float32(0.4344878), 'positive': np.float32(0.54586846)}, {'aspect': 'lengths', 'negative': np.float32(0.032303877), 'neutral': np.float32(0.10770003), 'positive': np.float32(0.8599961)}, {'aspect': 'coat', 'negative': np.float32(0.003985613), 'neutral': np.float32(0.033662807), 'positive': np.float32(0.96235156)}, {'aspect': 'undercoat', 'negative': np.float32(0.006015735), 'neutral': np.float32(0.08738698), 'positive': np.float32(0.9065973)}, {'aspect': 'tools', 'negative': np.float32(0.0012500285), 'neutral': np.float32(0.0048345146), 'positive': np.float32(0.9939155)}, {'aspect': 'Lynx', 'negative': np.float32(0.01136132), 'neutral': np.float32(0.24657807), 'positive': np.float32(0.7420606)}, {'aspect': 'cat', 'negative': np.float32(0.0062920577), 'neutral': np.float32(0.1003681), 'positive': np.float32(0.8933399)}, {'aspect': 'owner', 'negative': np.float32(0.0050442806), 'neutral': np.float32(0.08070649), 'positive': np.float32(0.91424924)}]"
Not pleased,"The seller needs to mention, this is only the overlaying for a comforter",neutral,neutral,[],[],"['overlaying', 'seller', 'comforter']","[{'aspect': 'overlaying', 'negative': np.float32(0.008023865), 'neutral': np.float32(0.9474723), 'positive': np.float32(0.04450377)}, {'aspect': 'seller', 'negative': np.float32(0.8421543), 'neutral': np.float32(0.14509235), 'positive': np.float32(0.012753374)}, {'aspect': 'comforter', 'negative': np.float32(0.0012467646), 'neutral': np.float32(0.99568105), 'positive': np.float32(0.0030721752)}]"
So many uses!,"I’m going to buy another pack. We have these everywhere for convenience. Bike trailer, car seat, wheelchair. Depending on where you put them they can be a tad short so I connected 2 to make it longer.",positive,neutral,['uses'],"[{'aspect': 'uses', 'negative': np.float32(0.00097608706), 'neutral': np.float32(0.0016950232), 'positive': np.float32(0.9973289)}]","['trailer', 'convenience', 'wheelchair', 'tad', 'car', 'Bike', 'pack', 'seat']","[{'aspect': 'trailer', 'negative': np.float32(0.03050368), 'neutral': np.float32(0.9154173), 'positive': np.float32(0.054078892)}, {'aspect': 'convenience', 'negative': np.float32(0.027176272), 'neutral': np.float32(0.14632499), 'positive': np.float32(0.8264987)}, {'aspect': 'wheelchair', 'negative': np.float32(0.016183965), 'neutral': np.float32(0.96978164), 'positive': np.float32(0.014034494)}, {'aspect': 'tad', 'negative': np.float32(0.9618792), 'neutral': np.float32(0.028078599), 'positive': np.float32(0.010042251)}, {'aspect': 'car', 'negative': np.float32(0.0076995865), 'neutral': np.float32(0.9847875), 'positive': np.float32(0.007512846)}, {'aspect': 'Bike', 'negative': np.float32(0.012177853), 'neutral': np.float32(0.96241087), 'positive': np.float32(0.025411239)}, {'aspect': 'pack', 'negative': np.float32(0.036412902), 'neutral': np.float32(0.60931116), 'positive': np.float32(0.3542759)}, {'aspect': 'seat', 'negative': np.float32(0.0109654665), 'neutral': np.float32(0.9829213), 'positive': np.float32(0.006113291)}]"
Great price and charges fast,"I have an iPhone SE Gen 2, an iPhone 11, and AirPods Pro. The charger works great with all my devices and the charging is very fast. Note that the price on this one is lower than the other brands, but does not come with the charger brick for the wall, which is fine with me since I have a stack of them.",positive,positive,"['charges', 'price']","[{'aspect': 'charges', 'negative': np.float32(0.00077598396), 'neutral': np.float32(0.0023175552), 'positive': np.float32(0.99690646)}, {'aspect': 'price', 'negative': np.float32(0.0004886642), 'neutral': np.float32(0.0016147372), 'positive': np.float32(0.99789655)}]","['Pro', 'charging', 'brick', 'brands', 'Gen', 'price', 'stack', 'SE', 'devices', 'AirPods', 'iPhone', 'charger', 'one', 'wall']","[{'aspect': 'Pro', 'negative': np.float32(0.0045169336), 'neutral': np.float32(0.35419002), 'positive': np.float32(0.64129305)}, {'aspect': 'charging', 'negative': np.float32(0.0008871736), 'neutral': np.float32(0.0031751627), 'positive': np.float32(0.9959377)}, {'aspect': 'brick', 'negative': np.float32(0.12568845), 'neutral': np.float32(0.8420798), 'positive': np.float32(0.032231674)}, {'aspect': 'brands', 'negative': np.float32(0.044911172), 'neutral': np.float32(0.92861927), 'positive': np.float32(0.02646947)}, {'aspect': 'Gen', 'negative': np.float32(0.004843199), 'neutral': np.float32(0.46534103), 'positive': np.float32(0.5298158)}, {'aspect': 'price', 'negative': np.float32(0.007326625), 'neutral': np.float32(0.010708805), 'positive': np.float32(0.9819645)}, {'aspect': 'stack', 'negative': np.float32(0.0019997596), 'neutral': np.float32(0.98875695), 'positive': np.float32(0.009243322)}, {'aspect': 'SE', 'negative': np.float32(0.0039378772), 'neutral': np.float32(0.36402798), 'positive': np.float32(0.63203406)}, {'aspect': 'devices', 'negative': np.float32(0.0039612004), 'neutral': np.float32(0.6419269), 'positive': np.float32(0.3541119)}, {'aspect': 'AirPods', 'negative': np.float32(0.003759161), 'neutral': np.float32(0.23908442), 'positive': np.float32(0.75715643)}, {'aspect': 'iPhone', 'negative': np.float32(0.0047551068), 'neutral': np.float32(0.33180636), 'positive': np.float32(0.66343856)}, {'aspect': 'charger', 'negative': np.float32(0.0014445658), 'neutral': np.float32(0.008646425), 'positive': np.float32(0.98990905)}, {'aspect': 'one', 'negative': np.float32(0.009178152), 'neutral': np.float32(0.113449685), 'positive': np.float32(0.87737215)}, {'aspect': 'wall', 'negative': np.float32(0.0020055033), 'neutral': np.float32(0.99594647), 'positive': np.float32(0.0020480824)}]"
Crazy Cart,A++++,negative,neutral,"['Crazy', 'Cart']","[{'aspect': 'Crazy', 'negative': np.float32(0.86370033), 'neutral': np.float32(0.09708316), 'positive': np.float32(0.039216578)}, {'aspect': 'Cart', 'negative': np.float32(0.9519086), 'neutral': np.float32(0.00944186), 'positive': np.float32(0.038649447)}]",[],[]
Pet Safe Dancing Dot,"My cat goes after reflected light and absolutely loves chasing the red beam around!  As soon as he hears the beep when I turn it on, he comes running!",positive,positive,"['Pet', 'Dancing', 'Safe', 'Dot']","[{'aspect': 'Pet', 'negative': np.float32(0.010366282), 'neutral': np.float32(0.1086497), 'positive': np.float32(0.880984)}, {'aspect': 'Dancing', 'negative': np.float32(0.0088019995), 'neutral': np.float32(0.115857854), 'positive': np.float32(0.87534016)}, {'aspect': 'Safe', 'negative': np.float32(0.023836525), 'neutral': np.float32(0.38694), 'positive': np.float32(0.5892235)}, {'aspect': 'Dot', 'negative': np.float32(0.019122919), 'neutral': np.float32(0.48595273), 'positive': np.float32(0.4949244)}]","['beep', 'cat', 'light', 'beam']","[{'aspect': 'beep', 'negative': np.float32(0.01046717), 'neutral': np.float32(0.7785617), 'positive': np.float32(0.21097113)}, {'aspect': 'cat', 'negative': np.float32(0.016716857), 'neutral': np.float32(0.040138956), 'positive': np.float32(0.94314414)}, {'aspect': 'light', 'negative': np.float32(0.006338933), 'neutral': np.float32(0.6416861), 'positive': np.float32(0.35197502)}, {'aspect': 'beam', 'negative': np.float32(0.0044430983), 'neutral': np.float32(0.04609726), 'positive': np.float32(0.9494597)}]"
America the Pillow,"This pillow cover just screams America. I think if I was to cut into it now, it would bleed red white and blue. Performs perfectly with it’s main function of cushioning my back. Nice thick material and good quality, just like the country I love so much!",neutral,positive,"['America', 'Pillow']","[{'aspect': 'America', 'negative': np.float32(0.101309605), 'neutral': np.float32(0.7531115), 'positive': np.float32(0.14557894)}, {'aspect': 'Pillow', 'negative': np.float32(0.009775928), 'neutral': np.float32(0.97768515), 'positive': np.float32(0.012538971)}]","['back', 'America', 'function', 'quality', 'pillow', 'country', 'material', 'cover']","[{'aspect': 'back', 'negative': np.float32(0.005655996), 'neutral': np.float32(0.34504384), 'positive': np.float32(0.64930016)}, {'aspect': 'America', 'negative': np.float32(0.0038517164), 'neutral': np.float32(0.027576966), 'positive': np.float32(0.9685713)}, {'aspect': 'function', 'negative': np.float32(0.0029522711), 'neutral': np.float32(0.05417508), 'positive': np.float32(0.94287264)}, {'aspect': 'quality', 'negative': np.float32(0.00079305505), 'neutral': np.float32(0.0023529467), 'positive': np.float32(0.996854)}, {'aspect': 'pillow', 'negative': np.float32(0.01896817), 'neutral': np.float32(0.40696386), 'positive': np.float32(0.574068)}, {'aspect': 'country', 'negative': np.float32(0.002370662), 'neutral': np.float32(0.012373916), 'positive': np.float32(0.9852555)}, {'aspect': 'material', 'negative': np.float32(0.0012472235), 'neutral': np.float32(0.00339226), 'positive': np.float32(0.99536055)}, {'aspect': 'cover', 'negative': np.float32(0.013201376), 'neutral': np.float32(0.10159903), 'positive': np.float32(0.8851996)}]"
